GKSL,WKL,GKSL_encoded,WKL_encoded
점심 먹다 아니다 배고프다 아니다 이상하다,점심을 굶었는데도 이상하게 배가 고프지 않았다,"[2, 4074, 6745, 2010, 5782, 3100, 2287, 5439, 7753, 5782, 3100, 3704, 7798, 3]","[2, 4074, 6748, 517, 5518, 6887, 5859, 3704, 7784, 2287, 5330, 993, 7753, 7318, 3157, 3]"
행복,행복,"[2, 5025, 3]","[2, 5025, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 아이의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3121, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
너무 행복 세상 아름답다 보다,너무 행복해서 온 세상이 아름답게 보인다,"[2, 1458, 5025, 2811, 3109, 5801, 5782, 2368, 3]","[2, 1458, 5025, 7850, 3437, 2811, 7096, 3109, 5801, 5400, 2392, 3]"
가난 그렇지만 행복,비록 가난하지만 행복하다,"[2, 517, 5330, 5663, 1205, 6150, 5025, 3]","[2, 2514, 6083, 517, 5330, 5663, 7820, 5025, 7798, 3]"
나 가족 행복 살다,우리 가족은 행복하게 살고 있다,"[2, 1370, 765, 5025, 2643, 5782, 3]","[2, 3501, 765, 7086, 5025, 7784, 2643, 5439, 3862, 3]"
오늘 사랑 받다 중에 행복,지금 사랑을 받고 있어서 행복하다,"[2, 3419, 2590, 2220, 5782, 4257, 6896, 5025, 3]","[2, 4299, 2591, 2222, 3869, 5025, 7798, 3]"
불행,불행,"[2, 2485, 7881, 3]","[2, 2485, 7881, 3]"
나 삶 불행,내 삶은 불행하다,"[2, 1370, 2649, 2485, 7881, 3]","[2, 1434, 2649, 7086, 2485, 7881, 7798, 3]"
불행 만나다 아니다 다행,불행 중 다행이다,"[2, 2485, 7881, 1933, 5782, 3100, 1562, 7881, 3]","[2, 2485, 7881, 4257, 1562, 7881, 7100, 3]"
불행 일 만나다,불행한 일을 당하다,"[2, 2485, 7881, 3803, 1933, 5782, 3]","[2, 2485, 7881, 7828, 3817, 1618, 7798, 3]"
불행 했었다 과거 잊다 살다 노력,불행했던 과거는 잊고 살려한다,"[2, 2485, 7881, 517, 7875, 1058, 517, 7145, 5782, 2643, 5782, 1481, 3]","[2, 2485, 7881, 7872, 1058, 5760, 517, 7145, 5439, 2643, 6060, 7831, 3]"
불행 기억 잊다 새롭다 시작,불행했던 기억은 잊고 다시 시작해봅시다,"[2, 2485, 7881, 1291, 517, 7145, 5782, 2695, 6087, 5782, 2986, 3]","[2, 2485, 7881, 7872, 1291, 7086, 517, 7145, 5439, 1574, 2986, 7848, 6390, 6705, 5782, 3]"
생각,생각이 달라서 많이 싸웠다,"[2, 2705, 3]","[2, 2707, 1598, 6553, 1956, 3076, 7037, 3]"
남자 생각 마지막 대답,그는 오랜 생각끝에 대답했다,"[2, 1423, 2705, 1919, 1642, 3]","[2, 1191, 3423, 2705, 5648, 6896, 1642, 7869, 3]"
기분 나쁘다 생각 가지다 하지마,기분 나쁘게 생각하지 마세요,"[2, 1282, 1370, 6488, 5782, 2705, 767, 5782, 4945, 6141, 3]","[2, 1282, 1370, 6488, 5400, 2705, 7819, 1907, 6586, 3]"
생각 무엇 ?,무슨 생각해?,"[2, 2705, 2095, 6884, 633, 3]","[2, 2110, 2709, 258, 3]"
생각 -보다 사람 많다,생각보다 사람이 많이 왔네,"[2, 2705, 524, 6371, 2584, 1951, 3]","[2, 2705, 6371, 2589, 1956, 517, 6989, 5702, 3]"
인생 대하여 생각,인생에 대하여 생각하다,"[2, 3774, 1633, 7815, 2705, 3]","[2, 3774, 6896, 1633, 7815, 2705, 7798, 3]"
낳다,낳다,"[2, 1433, 5782, 3]","[2, 1433, 5782, 3]"
친구 딸 낳다,내 친구가 딸을 낳았어,"[2, 4627, 1840, 1433, 5782, 3]","[2, 1434, 4627, 5330, 1840, 7088, 1433, 6827, 6855, 3]"
쌍둥이 낳다 그렇다면 행복 고생 더 2배,쌍둥이를 낳으면 행복과 고생은 두배이다,"[2, 517, 6759, 5913, 7096, 1433, 5782, 1185, 6049, 5784, 5025, 993, 6542, 1698, 553, 6312, 3]","[2, 517, 6759, 5913, 7096, 6116, 1433, 7083, 5025, 5468, 993, 6542, 7086, 1773, 6312, 7100, 3]"
엄마 나이 47 아기 낳다,어머니는 마흔 일곱에 막내를 낳으셨다,"[2, 3257, 1397, 517, 169, 3093, 5561, 1433, 5782, 3]","[2, 3236, 5760, 1907, 7986, 3803, 5450, 6896, 1927, 5678, 6116, 1433, 7074, 6604, 5782, 3]"
언니 아기 낳다 4,언니가 아이 넷을 낳았다,"[2, 3241, 5770, 3093, 5561, 1433, 5782, 605, 3]","[2, 3241, 5770, 5330, 3121, 517, 5708, 7088, 1433, 6828, 3]"
나 집 소 오늘 아침 낳다,우리 집 소가 오늘 아침 송아지를 낳았다,"[2, 1370, 4384, 2822, 3419, 3130, 1433, 5782, 3]","[2, 3501, 4384, 2822, 5330, 3419, 3130, 2869, 6797, 7329, 1433, 6828, 3]"
돌보다,돌보다,"[2, 1732, 6371, 3]","[2, 1732, 6371, 3]"
건강 돌보다,건강을 돌보다,"[2, 882, 1732, 6371, 3]","[2, 882, 7088, 1732, 6371, 3]"
여자 마음 좋다 돌보다 노력,그 여자는 마음이 좋으니깐 친절히 돌봐줄거야,"[2, 3318, 1917, 4206, 1732, 6371, 1481, 3]","[2, 1185, 3318, 5760, 1917, 7096, 4204, 7076, 5595, 4626, 7217, 7996, 1732, 6393, 7292, 5377, 6844, 3]"
학생 동생 돌보다 모습 어른 같다,그 학생은 조숙해서 동생을 돌보는 품이 어른같다,"[2, 4952, 1750, 1732, 6371, 2056, 3220, 6115, 831, 3]","[2, 1185, 4952, 7086, 4162, 6642, 7850, 1750, 7088, 1732, 6369, 4891, 7096, 3220, 6115, 5354, 5782, 3]"
아기 돌보다 힘 없어지다,아기를 돌보면 힘이 빠지는 것 같다,"[2, 3093, 5561, 1732, 6371, 5211, 3278, 7318, 5782, 3]","[2, 3093, 5573, 1732, 6364, 6198, 5211, 7096, 2560, 5760, 905, 831, 3]"
아버지 늙다 건강 돌보다 필요,아버지도 나이가 드셔서 건강을 돌보셔야 한다,"[2, 3112, 517, 5763, 5782, 882, 1732, 6371, 4919, 3]","[2, 3112, 5859, 1397, 5330, 1788, 6601, 6553, 882, 7088, 1732, 6364, 6601, 6844, 4965, 3]"
지키다,지키다,"[2, 4344, 5782, 3]","[2, 4344, 5782, 3]"
개 집 지키다 유명하다,개는 집을 잘 지키는 동물로 알려져 있다,"[2, 835, 4384, 4344, 5782, 3585, 7798, 3]","[2, 835, 5760, 4384, 7088, 3942, 4344, 5760, 1746, 6079, 3170, 3862, 3]"
교통 법 지키다,교통법규를 지키다,"[2, 1112, 2322, 4344, 5782, 3]","[2, 1112, 6335, 5532, 6116, 4344, 5782, 3]"
군인 나라 지키다 위하다 목숨 맡기다,군인들은 목숨을 다해 조국을 지켰다,"[2, 1165, 7119, 1376, 4344, 5782, 3552, 7798, 2075, 1980, 5561, 5782, 3]","[2, 1165, 7119, 5937, 2075, 7088, 1562, 7848, 4162, 5503, 7088, 4297, 7532, 5782, 3]"
시간 지키다 필요,시간을 지켜야 한다,"[2, 2962, 4344, 5782, 4919, 3]","[2, 2963, 4342, 6844, 4965, 3]"
예의 지키다,예절을 지키다,"[2, 3396, 7095, 4344, 5782, 3]","[2, 3396, 7217, 7088, 4344, 5782, 3]"
기쁘다,기쁘다,"[2, 1258, 6488, 5782, 3]","[2, 1258, 6488, 5782, 3]"
나 오랜만 오빠 만나다 기쁘다,나는 오랜만에 오빠를 만나서 기뻤다,"[2, 1370, 3423, 6150, 3429, 1933, 5782, 1258, 6488, 5782, 3]","[2, 1375, 3423, 6150, 6896, 3429, 6116, 1933, 6553, 1258, 6475, 5782, 3]"
너무 기쁘다 눈물 흘리다,너무 기뻐서 눈물이 흘렀다,"[2, 1458, 1258, 6488, 5782, 1537, 5202, 5782, 3]","[2, 1458, 1258, 6471, 6553, 1537, 7096, 517, 7987, 6047, 3]"
다시 만나다 기쁘다,다시 만나게 되어 정말 기쁘다,"[2, 1574, 1933, 5782, 1258, 6488, 5782, 3]","[2, 1574, 1933, 5400, 1767, 4102, 1258, 6488, 5782, 3]"
사람 모두 기쁘다 나 만나다,모두들 나를 기쁘게 맞아 주었다,"[2, 2584, 2047, 1258, 6488, 5782, 1370, 1933, 5782, 3]","[2, 2047, 5931, 1370, 6116, 1258, 6488, 5400, 1974, 4213, 6888, 3]"
시험 합격 기쁘다 불면증,시험에 합격된 것이 기뻐서 잠이 오지 않는다,"[2, 3005, 4985, 1258, 6488, 5782, 2485, 6198, 7316, 3]","[2, 3005, 6896, 4985, 5899, 912, 1258, 6471, 6553, 3945, 7096, 3417, 7318, 3152, 3]"
무섭다,무섭다,"[2, 2095, 6570, 5782, 3]","[2, 2095, 6570, 5782, 3]"
나 뱀 무섭다,나는 뱀이 무섭다,"[2, 1370, 517, 6319, 2095, 6570, 5782, 3]","[2, 1375, 517, 6319, 7096, 2095, 6570, 5782, 3]"
무섭다 이야기 하지마 제발,무서운 얘기는 제발 그만둬요,"[2, 2095, 6570, 5782, 3714, 4945, 6141, 4128, 6295, 3]","[2, 2095, 6553, 7010, 3219, 5760, 4128, 6295, 1185, 6150, 5914, 6999, 3]"
무섭다 눈감다,무서워서 눈을 꼭 감았다,"[2, 2095, 6570, 5782, 1535, 5341, 5782, 3]","[2, 2095, 6553, 7018, 6553, 1535, 7088, 1347, 784, 6828, 3]"
방 너무 넓다 혼자 밤 무섭다,방이 혼자 쓰기에 너무 넓어서 밤에는 무섭다,"[2, 2267, 1458, 1459, 5782, 5102, 2265, 2095, 6570, 5782, 3]","[2, 2267, 7096, 5102, 3084, 5579, 1458, 1459, 6855, 6553, 2265, 6900, 2095, 6570, 5782, 3]"
착하다 사람 화 더 무섭다,온순한 사람이 화를 내면 더 무섭다,"[2, 4420, 7798, 2584, 5112, 1698, 2095, 6570, 5782, 3]","[2, 3437, 6643, 7828, 2589, 517, 7942, 1434, 6198, 1698, 2095, 6570, 5782, 3]"
맡다,맡다,"[2, 1980, 5782, 3]","[2, 1980, 5782, 3]"
감독 맡다,감독을 맡다,"[2, 786, 1980, 5782, 3]","[2, 786, 7088, 1980, 5782, 3]"
맡다 일 완료 끝,맡은 역할을 거뜬히 해낸다,"[2, 1980, 5782, 3803, 3457, 1363, 3]","[2, 1985, 3331, 862, 5993, 7996, 4998, 5682, 5782, 3]"
오늘 너 배달 맡다,오늘은 네가 배달을 맡아,"[2, 3419, 1457, 2287, 5793, 1980, 5782, 3]","[2, 3419, 7086, 1469, 5330, 2287, 5793, 7088, 1982, 3]"
오늘 일 나 맡다,이번 임무는 내가 직접 맡는다,"[2, 3419, 3803, 1370, 1980, 5782, 3]","[2, 3697, 3826, 6228, 5760, 1435, 4358, 1980, 5760, 5782, 3]"
화장실 가다 짐 맡다 부탁,화장실에 다녀올테니 잠깐 짐 좀 맡아주세요,"[2, 5118, 517, 5330, 5782, 4383, 1980, 5782, 2458, 3]","[2, 5118, 6896, 1563, 6973, 7618, 5770, 3945, 5595, 4383, 4196, 1982, 7282, 3]"
귀엽다,귀엽다,"[2, 1177, 5782, 3]","[2, 1177, 5782, 3]"
귀엽다,고거 참 깜찍하고 귀엽네,"[2, 1177, 5782, 3]","[2, 993, 5377, 4427, 517, 5598, 7788, 1177, 5702, 3]"
여자 얼굴 미인 아니다 그렇지만 귀엽다,그녀는 그렇게 미인은 아니지만 귀여웠다,"[2, 3318, 3251, 2149, 7119, 3100, 1205, 6150, 1177, 5782, 3]","[2, 1190, 5760, 1204, 2149, 7119, 7086, 3104, 1174, 6916, 7037, 3]"
여자 매력 또 귀엽다,그녀는 아주 매력적이면서 귀엽다,"[2, 3318, 1991, 1861, 1177, 5782, 3]","[2, 1190, 5760, 3128, 1991, 7202, 7096, 6199, 1177, 5782, 3]"
웃다 모습 귀엽다,샐쭉 웃는 모습이 귀엽다,"[2, 3528, 5782, 2056, 1177, 5782, 3]","[2, 517, 6540, 7380, 3528, 5760, 2059, 1177, 5782, 3]"
얼굴 붓다 귀엽다,얼굴에 살이 오르니 귀여워 보인다,"[2, 3251, 517, 6427, 5782, 1177, 5782, 3]","[2, 3251, 6896, 2643, 7096, 3425, 5770, 1174, 6916, 7018, 2392, 3]"
놀다,놀다,"[2, 1504, 5782, 3]","[2, 1504, 5782, 3]"
지금 까지 놀다 오늘 일 시작,그 동안 놀았으니 다시 일을 시작해야겠다,"[2, 4299, 517, 5592, 1504, 5782, 3419, 3803, 2986, 3]","[2, 1185, 1754, 1504, 6827, 7076, 1574, 3817, 2986, 7852, 5406, 3]"
학생 공부 하다 아니다 놀다 뿐,그 아이는 공부를 하지 않고 놀기만 한다,"[2, 4952, 1042, 4932, 3100, 1504, 5782, 2571, 3]","[2, 1185, 3121, 5760, 1042, 6116, 4945, 3149, 1504, 5561, 6150, 4965, 3]"
놀다 원하다 많다 놀다,놀고 싶을때 실컷 놀아라,"[2, 1504, 5782, 3533, 7798, 1951, 1504, 5782, 3]","[2, 1504, 5439, 517, 6751, 7088, 5965, 3036, 7521, 1504, 6797, 6003, 3]"
나 집 놀다 와,우리집에 놀러와,"[2, 1370, 4384, 1504, 5782, 517, 6983, 3]","[2, 3501, 7354, 6896, 1504, 6037, 6983, 3]"
친구 놀다 저녁 되다,친구들과 놀다보니 어느새 저녁이 다 되었다,"[2, 4627, 1504, 5782, 3991, 1763, 5782, 3]","[2, 4628, 5468, 1504, 5782, 6370, 3222, 6536, 3991, 7096, 1562, 517, 5896, 3]"
말하다,말하다,"[2, 1958, 7798, 3]","[2, 1958, 7798, 3]"
착하다 말하다,공손히 말하다,"[2, 4420, 7798, 1958, 7798, 3]","[2, 1023, 6616, 7996, 1958, 7798, 3]"
똑바로 말하다 해보다,말 돌이지 말고 똑바로 말해봐,"[2, 517, 5981, 6273, 6079, 1958, 7798, 4998, 6371, 3]","[2, 1958, 1732, 7096, 7318, 1958, 5439, 517, 5981, 6273, 6079, 1965, 6393, 3]"
고민 있다 말하다 해보다,무슨 고민 있어 말해봐,"[2, 1002, 3862, 1958, 7798, 4998, 6371, 3]","[2, 2110, 1002, 3868, 1965, 6393, 3]"
어른 만나다 예의 말하다 필요,어른 앞에선 예의있게 말해야 한다,"[2, 3220, 6115, 1933, 5782, 3396, 7095, 1958, 7798, 4919, 3]","[2, 3220, 6115, 3190, 6559, 3396, 7095, 7141, 5400, 1958, 7852, 4965, 3]"
보통 느끼다 대하여 말하다,평소에 느낀 바를 말해라,"[2, 2396, 1546, 5782, 1633, 7815, 1958, 7798, 3]","[2, 4848, 6896, 1547, 2186, 6116, 1965, 6003, 3]"
보내다,보내다,"[2, 2363, 5782, 3]","[2, 2363, 5782, 3]"
누나 동생 심부름 시키다 시장 보내다,누나가 동생을 시장에 심부름을 보냈다,"[2, 1526, 5655, 1750, 3060, 6398, 6117, 517, 6722, 5782, 2991, 2363, 5782, 3]","[2, 1526, 5655, 5330, 1750, 7088, 2992, 3060, 6398, 6117, 7088, 2365, 3]"
딸 대학 보내다,딸을 대학에 보내다,"[2, 1840, 1680, 2363, 5782, 3]","[2, 1840, 7088, 1680, 6896, 2363, 5782, 3]"
아빠 딸 미국 보내다 위하여 일 열심히,아버지는 딸을 미국으로 유학 보내기 위해 열심히 일했다,"[2, 3114, 1840, 2150, 2363, 5782, 3552, 7815, 3803, 3367, 3]","[2, 3112, 5760, 1840, 7088, 2150, 7078, 3574, 7821, 2363, 5561, 3567, 3367, 3803, 7869, 3]"
아빠 방학 때 아들 시골 보내다,아빠는 방학이면 아들을 시골에 보냈다,"[2, 3114, 2267, 7821, 1844, 3107, 2959, 5446, 2363, 5782, 3]","[2, 3114, 5760, 2267, 7821, 7096, 6198, 3107, 7088, 2959, 5446, 6896, 2365, 3]"
형 책 필요 동생 시키다 책 장소 보내다,형은 책을 사오라고 동생을 서점에 보냈다,"[2, 5081, 4457, 4919, 1750, 517, 6722, 5782, 4457, 3962, 2363, 5782, 3]","[2, 5081, 7086, 4457, 7088, 2573, 6964, 6004, 1750, 7088, 2718, 7220, 6896, 2365, 3]"
오다,오다,"[2, 3417, 5782, 3]","[2, 3417, 5782, 3]"
읽다 장소 오다 그렇지만 공부 못하다,도서관을 왔지만 공부하지 못했다,"[2, 3824, 5782, 3962, 3417, 5782, 1205, 6150, 1042, 2086, 7798, 3]","[2, 517, 5862, 7088, 517, 6989, 7330, 1042, 7819, 2093, 3]"
멀다 오다 벌써 가 ?,먼 길을 왔는데 그렇게 빨리 가려고?,"[2, 517, 6186, 5782, 3417, 5782, 2311, 517, 5330, 633, 3]","[2, 517, 6184, 1315, 7088, 517, 6989, 5761, 1204, 2563, 747, 5439, 258, 3]"
빨리 오다,빨리 와,"[2, 2563, 3417, 5782, 3]","[2, 2563, 517, 6983, 3]"
오다 언제 ?,언제 와?,"[2, 3417, 5782, 3245, 633, 3]","[2, 3245, 517, 6983, 258, 3]"
나 대학 오다 새롭다 학생 반갑다 박수,저희 대학에 온 신입생 여러분을 환영합니다,"[2, 1370, 1680, 3417, 5782, 2695, 6087, 5782, 4952, 2207, 5345, 5782, 2202, 3]","[2, 3990, 7993, 1680, 6896, 3437, 3010, 7138, 6542, 3305, 7088, 5138, 7843, 3]"
데려가다,데려가다,"[2, 1706, 6060, 5330, 5782, 3]","[2, 1706, 6060, 5330, 5782, 3]"
개 데려가다 걷다,개를 데리고 산책하다,"[2, 835, 1706, 6060, 5330, 5782, 888, 5782, 3]","[2, 517, 5361, 1706, 6122, 5439, 2640, 7408, 7798, 3]"
너 계속 반복 데려가다 안하다,너 자꾸 이러면 안 데리고 갈거다,"[2, 1457, 984, 2215, 1706, 6060, 5330, 5782, 3135, 7798, 3]","[2, 1457, 3886, 5628, 3647, 6037, 6198, 3135, 1706, 6122, 5439, 781, 5377, 5782, 3]"
너 데려가다 누구 ?,누가 널 데리고 왔니?,"[2, 1457, 1706, 6060, 5330, 5782, 1528, 633, 3]","[2, 1527, 517, 5696, 1706, 6122, 5439, 517, 6989, 5770, 258, 3]"
선생님 집 장소 데려가다,선생님이 집에 데려다 주셨다,"[2, 2752, 4384, 3962, 1706, 6060, 5330, 5782, 3]","[2, 2752, 7096, 4384, 6896, 1706, 6060, 5782, 4213, 6604, 5782, 3]"
아빠 아들 데려가다 박물관 가다,아빠는 아들을 박물관에 데리고 갔다,"[2, 3114, 3107, 1706, 6060, 5330, 5782, 517, 6283, 517, 5330, 5782, 3]","[2, 3114, 5760, 3107, 7088, 517, 6283, 6896, 1706, 6122, 5439, 517, 5349, 3]"
헤어지다,헤어지다,"[2, 5047, 7318, 5782, 3]","[2, 5047, 7318, 5782, 3]"
남자 헤어지다 힘들다,그와 헤어져서 가슴이 아프다,"[2, 1423, 5047, 7318, 5782, 5213, 5782, 3]","[2, 1185, 6983, 5047, 7245, 6553, 755, 7096, 3093, 7753, 5782, 3]"
또 헤어지다 하지마,다신 헤어지지 말자,"[2, 1861, 5047, 7318, 5782, 4945, 6141, 3]","[2, 1562, 6733, 5047, 7340, 1958, 7147, 3]"
둘 성격 원인 헤어지다,두 사람은 성격차이로 헤어졌다,"[2, 1779, 2782, 3538, 5047, 7318, 5782, 3]","[2, 1773, 2587, 2782, 7389, 7096, 6079, 5047, 7250, 3]"
모임 끝 친구 헤어지다 섭섭,모임이 끝나고 친구들과 헤어지고 섭섭하다,"[2, 2044, 7136, 1363, 4627, 5047, 7318, 5782, 517, 6570, 6570, 3]","[2, 2044, 7136, 7096, 1365, 5439, 4628, 5468, 5047, 7321, 517, 6570, 6570, 7798, 3]"
헤어지다 아니다 왜 ?,왜 헤어지지 않는거야?,"[2, 5047, 7318, 5782, 3100, 3466, 633, 3]","[2, 3466, 5047, 7340, 3151, 5377, 6844, 258, 3]"
슬프다,슬프다,"[2, 2948, 7753, 5782, 3]","[2, 2948, 7753, 5782, 3]"
개 죽다 슬프다,강아지가 죽어서 슬펐다,"[2, 835, 4244, 5782, 2948, 7753, 5782, 3]","[2, 807, 6797, 7319, 4244, 6855, 6553, 2948, 0, 5782, 3]"
나 할머니 돌아가다 슬프다,나는 할머니의 죽음이 한없이 슬펐다,"[2, 1370, 4979, 1735, 5782, 2948, 7753, 5782, 3]","[2, 1375, 4979, 7095, 4245, 7096, 4955, 6883, 2948, 0, 5782, 3]"
슬프다,아 슬프다,"[2, 2948, 7753, 5782, 3]","[2, 3093, 2948, 7753, 5782, 3]"
엄마 헤어지다 슬프다,엄마와 헤어지게 되어 슬펐다,"[2, 3257, 5047, 7318, 5782, 2948, 7753, 5782, 3]","[2, 3257, 6983, 5047, 7318, 5400, 1767, 2948, 0, 5782, 3]"
영화 보다 슬프다,영화를 봤더니 슬펐다,"[2, 3394, 2368, 2948, 7753, 5782, 3]","[2, 3394, 6116, 2421, 5838, 2948, 0, 5782, 3]"
타다,타다,"[2, 4698, 5782, 3]","[2, 4698, 5782, 3]"
버스 타다 여러분 안내 대하여 전하다,버스에 타신 승객 여러분께 안내 말씀 드리겠습니다,"[2, 2305, 4698, 5782, 3305, 3136, 1633, 7815, 4012, 7798, 3]","[2, 2305, 6896, 4698, 6733, 2950, 3304, 6420, 3136, 1961, 517, 5924, 5409, 3]"
차 타다,자동차를 타다,"[2, 4402, 4698, 5782, 3]","[2, 3893, 6116, 4698, 5782, 3]"
나 집 가다 때 택시 타다 괜찮다,저는 집에 갈때 택시를 타면 돼요,"[2, 1370, 4384, 517, 5330, 5782, 1844, 4727, 4698, 5782, 1100, 5782, 3]","[2, 3990, 5760, 4384, 6896, 781, 5965, 4727, 6116, 4698, 6198, 1761, 6999, 3]"
지하철 타다,지하철을 타다,"[2, 4347, 4698, 5782, 3]","[2, 4347, 7088, 4698, 5782, 3]"
집 버스 거리 1시간,집까지 버스를 타면 1시간이다,"[2, 4384, 2305, 871, 529, 6706, 3]","[2, 4384, 5592, 2305, 6116, 4698, 6198, 529, 6706, 7100, 3]"
물어보다,물어보다,"[2, 2143, 6371, 3]","[2, 2143, 6371, 3]"
지금 전화 해보다,가기전에 먼저 전화로 물어보자,"[2, 4299, 4064, 4998, 6371, 3]","[2, 517, 5330, 5561, 7210, 2012, 4064, 6079, 2143, 6364, 7147, 3]"
남자 생각 궁금 물어보다,그의 생각은 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 2705, 7086, 3224, 7318, 2143, 6364, 6828, 3]"
또 궁금하다 있다 물어보다,더 궁금한게 있으면 물어보세요,"[2, 1861, 1169, 7798, 3862, 2143, 6371, 3]","[2, 1698, 1169, 7828, 5400, 3879, 2143, 6364, 6586, 3]"
돈 얼마 물어보다 해보다,얼마인지 한번 물어봐,"[2, 1730, 3252, 2143, 6371, 4998, 6371, 3]","[2, 3252, 7123, 4971, 2143, 6393, 3]"
하나 물어보다,한가지만 더 물어보자,"[2, 4928, 2143, 6371, 3]","[2, 4955, 5330, 7330, 1698, 2143, 6364, 7147, 3]"
불편하다,불편하다,"[2, 2499, 7798, 3]","[2, 2499, 7798, 3]"
남자 나 불편하다 생각 아마,그는 나를 불편하게 생각하는거 같았어,"[2, 1423, 1370, 2499, 7798, 2705, 3093, 6141, 3]","[2, 1191, 1370, 6116, 2499, 7784, 2705, 7794, 5377, 830, 6827, 6855, 3]"
땀 때문에 안경 내려가다 불편하다,땀 때문에 안경이 자꾸 흘러서 불편하다,"[2, 517, 5963, 1849, 3135, 5424, 1442, 5330, 5782, 2499, 7798, 3]","[2, 517, 5963, 1849, 3135, 5424, 7096, 3886, 5628, 5201, 6553, 2499, 7798, 3]"
몸 힘들다 빨리 가다 쉬다,몸도 불편한데 일찍 가서 쉬십시오,"[2, 2084, 5213, 5782, 2563, 517, 5330, 5782, 2923, 5782, 3]","[2, 2084, 5859, 2499, 7828, 5850, 3803, 7384, 517, 5330, 6553, 2923, 6749, 6705, 6964, 3]"
남자 불편 어색,이상하게 유독 그가 불편하다,"[2, 1423, 2499, 3220, 6538, 3]","[2, 3704, 7784, 3574, 5865, 1186, 2499, 7798, 3]"
지금 분위기 불편하다,지금 분위기가 너무 불편해,"[2, 4299, 2482, 2499, 7798, 3]","[2, 4299, 2482, 5330, 1458, 2499, 7848, 3]"
나다,나다,"[2, 1370, 5782, 3]","[2, 1370, 5782, 3]"
무엇 일 나다 맞다,무슨 일이 생긴건 아니야,"[2, 2095, 6884, 3803, 1370, 5782, 1970, 5782, 3]","[2, 2110, 3818, 2711, 5384, 3097, 6844, 3]"
문제 나다 나 말해 약속,문제가 생기면 나한테 말해,"[2, 2125, 1370, 5782, 1370, 1965, 3213, 3]","[2, 2126, 2710, 6198, 1370, 7835, 1965, 3]"
사춘기 아들 턱 수염 나다,사춘기가 된 아들의 턱에 수염이 나기 시작했다,"[2, 2573, 7467, 5561, 3107, 517, 7611, 2872, 6941, 1370, 5782, 3]","[2, 2573, 7467, 5562, 1770, 3107, 7095, 517, 7611, 6896, 2872, 6941, 7096, 1370, 5561, 2990, 3]"
새롭다 채소 나다,새싹이 나다,"[2, 2695, 6087, 5782, 4451, 6607, 1370, 5782, 3]","[2, 2695, 6754, 7096, 1370, 5782, 3]"
얼굴 여드름 나다,얼굴에 여드름이 났다,"[2, 3251, 3298, 5920, 6117, 1370, 5782, 3]","[2, 3251, 6896, 3298, 5920, 6117, 7096, 517, 5672, 3]"
친하다,친하다,"[2, 4626, 7798, 3]","[2, 4626, 7798, 3]"
여자 나 친하다 친구,그녀는 나와 아주 친한 친구야,"[2, 3318, 1370, 4626, 7798, 4627, 3]","[2, 1190, 5760, 1394, 3128, 4626, 7828, 4627, 6844, 3]"
너 저기 남자 친하다 ?,너 그 남자와 친해?,"[2, 1457, 3990, 5561, 1423, 4626, 7798, 633, 3]","[2, 1457, 1185, 1423, 6983, 4626, 7848, 258, 3]"
싸우다 하지마 친하다,싸우지 말고 친하게 지내,"[2, 3076, 7005, 5782, 4945, 6141, 4626, 7798, 3]","[2, 3076, 7005, 7318, 1958, 5439, 4626, 7784, 4307, 3]"
나 미래 친하다,이제부터 나와 친하게 지내자,"[2, 1370, 2155, 4626, 7798, 3]","[2, 3742, 6410, 1394, 4626, 7784, 4307, 7147, 3]"
친하다 애인 가능,친한 친구는 애인이 될 수도 있다,"[2, 4626, 7798, 3194, 7119, 737, 3]","[2, 4626, 7828, 4627, 5760, 3194, 7119, 7096, 1772, 2874, 3862, 3]"
되다,되다,"[2, 1763, 5782, 3]","[2, 1763, 5782, 3]"
도착 시간 저녁 9시 정도,도착시간은 오후 9시가 되겠습니다,"[2, 1723, 2962, 3991, 627, 6705, 4099, 3]","[2, 1723, 6706, 7086, 3434, 627, 6705, 5330, 1763, 5409, 3]"
아이 지금 5 되다,아이가 다섯 살이 되었다,"[2, 3121, 4299, 611, 1763, 5782, 3]","[2, 3121, 5330, 1571, 2643, 7096, 517, 5896, 3]"
잘 되다 부탁,잘 되길 바래,"[2, 3942, 1763, 5782, 2458, 3]","[2, 3942, 1763, 5585, 2186, 6023, 3]"
미래 의사 원하다,커서 의사가 되고 싶다,"[2, 2155, 3629, 3533, 7798, 3]","[2, 4652, 6553, 3629, 5330, 1764, 3072, 3]"
