augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,8271,?? ?? ??? ??,??? ?????
BR,8272,??? ?? ?? ??,?? ?? ??? ???? ???
BR,8273,? ?? ??? ??? ??,??? ?? ???? ???
BR,8274,??? ????? ??,???? ???? ????.
BR,8275,?? ??? ? ??,???? ?? ???? ????.
BR,8276,? ?? ?? ? ?? ??,??? ?? ??? ?? ??
BR,8277,?? ??,??? ???????.
BR,8278,???  ??  ?  ?  ?? ??,?????? ???? ??? ?????
BR,8279,??  ??  ??,????? ??? ??? ?????.
BR,8280,?  ???1  ?  ?,??? ?? ????
BR,8281,??? ?? ??? ?? ??? ???,???? ?? ?? ???? ?? ?? ??????
BR,8282,? ?? ???? ?? ?? ? 2?,?? ??? ??? ??? ????
BR,8283,?? ?? ?? ??,??? ??? ??? ????
BR,8284,?? ??,??? ???
BR,8285,?? ?? 1 ?? 10 ?? ??,????? ??? ?? ?? ???
BR,8286,? ??? ?? ?,?? ?? ????
BR,8287,? ?? ? ?? ?? ?,?? ?? ?? ???
BR,8288,? ??? ?? -?,?? ???? ?? ??
BR,8289,?? ? ?? ??,???? ? ? ??
BR,8290,?  ??  ??  ??  ???  ?  ?,??? ????? ?? ????
BR,8291,??? ?? ??,???? ??? ? ????
BR,8292,?? ? ??? ??,??? ??? ?? ????.
BR,8293,?? -?? ? ??? ??,???? ??? ???????
BR,8294,?? ?? ? ?? ?? ???,??? ???? ??? ??? ???
BR,8295,? ?? ? ?? ?? ?? ???,????? ??? ???????
BR,8296,?? ?? ?? ???,????? ?? ????
BR,8297,?? ?? ? ? ???,??? ?? ??? ???
BR,8298,?? ? ? ??,??? ?? ?? ??
BR,8299,?? ? ?? ?? ???,???? ?? ??? ???
BR,8300,? ? ????? ??,???? ???????.
BR,8301,?? ???,???? ????.
BR,8302,?? ????? ?? ???,?? ??? ????? ?? ??
BR,8303,?? ?? ? ???,?? ??? ?????
BR,8304,???? ? ?? ?? ???,??????? ??? ?????.
BR,8305,? ? ??,????? ????
BR,8306,?  ??  ??  ??  ???  ?  ??,??? ????? ??? ????
BR,8307,?? ? ?? ????,? ??? ???? ????
BR,8308,? ? ??,??? ????.
BR,8309,???  ??  ??  ?,???? ??? ? ?? ?? ??????
BR,8310,?? ?? ? ?? ??,??? ??? ??? ??
BR,8311,??  ???  ?  ??  ??  ?,?? ???? ? ??? ? Kg????
BR,8312,?? ?? ??? ???,??? ????.
BR,8313,?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
BR,8314,??? ?? ?? ????? ??,??? ???????
BR,8315,?? ??,??? ????????
BR,8316,?? ?? ?????,??? ???????.
BR,8317,??? ?? ? ?? ??,???? ? ??? ?? ??? ?? ????
BR,8318,?? ??? ? ?? ? ?? ???,????? ??? ?????.
BR,8319,? ?? ?? ??? ?,? ???? ?? ??
BR,8320,?? ?? ?? ?? ????,??? ?? ???? ??
BR,8321,?? ???? ?? ?? ?? ????,? ??? ?????.
BR,8322,??? ? ?? ?? ??,??? ??? ???????
BR,8323,? ???? ??,?? ???????.
BR,8324,??  ??  ??,?? ? ???? ??? ????
BR,8325,?? ? ?? ??,?????? ????
BR,8326,?? ?? ??? ???,?? ??? ???? ??? ????
BR,8327,?? ?? ? ?? ?? ????,?? ??? ?????.
BR,8328,?? ??? ?? ??? ???,?? ??? ??? ???
BR,8329,?? ? ???,?? ? ??
BR,8330,?? ???? ??,??? ???????.
BR,8331,? ?? ??  ???  ??,?? ???? ??? ?????
BR,8332,?? ??? ? ?? ?? ?? ????,????? ??? ???????
BR,8333,??? ??? ?? ??? ??,???? ???? ? ??? ??????
BR,8334,?? ? ?? ?? -?,???? ?? ?? ??
BR,8335,??? ?? ?? ??? ???? ?? ????,??? ??? ???????.
BR,8336,?? ?? ??,??? ???????.
BR,8337,?? ??? ?? ??,??? ?? ???? ??
BR,8338,? ?? -? ?? ??,??? ?? ??? ??
BR,8339,? ?? ?? ?? ???,? ??? ?????.
BR,8340,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,8341,?? -? ?? ??,??? ?? ??? ??
BR,8342,?? ? ? ??,?????? ????
BR,8343,??? ?,?? ??
BR,8344,??? ??? ???? ?? ??,??? ????.
BR,8345,? ?? ? ??,?? ?? ??? ????.
BR,8346,?? ??? ?? ??? ?? ??,???? ??? ??? ????
BR,8347,??  ???  ??,??? ??? ???? ????.
BR,8348,??  ??  ???  ?  ??,??? ???? ??? ?????
BR,8349,??? ? ??? ?? ?? ??,???? ?? ??? ??? ??
BR,8350,??  ?????  ??  ??  ??,??? ??? ??? ?????
BR,8351,??? ??,??? ??
BR,8352,? ?? ???? ?? ?? ? 2?,?? ??? ??? ??? ????
BR,8353,?? ?? ? ?? ? ??,??? ??? ???
BR,8354,?? ? ??,??? ??????.
BR,8355,?? ?? ???,??? ????.
BR,8356,? ?? ???? ???,???? ?? ???
BR,8357,? ?? ??,??? ??
BR,8358,?? ?? ??,??? ???????.
BR,8359,?? ?? ?,??? ??
BR,8360,?? ?? ????,??? ??? ???????
BR,8361,?? ?? ?????,??? ???????.
BR,8362,??  ??,??? ??? ?????
BR,8363,? ?? ? ?? ? ?? ????,????? ??? ?????.
BR,8364,??  ??  ??  ?? ?,?? ? ??? ?? ? ?? ??? ??????
BR,8365,? ? ?? ??,??? ??? ??
BR,8366,?? ?? ???,?????? ????
BR,8367,? ? ???,?? ?? ???
BR,8368,????2  ???  ?  ??,????? ???? ?? ? ?????
BR,8369,?? ? ? ??,?????? ????
BR,8370,??  ?? ???  ?,??? ???????.
BR,8371,??  ???  ???  ? ?? ??? ?? ???? ??  ?,??? ???? ??? ?????
BR,8372,?? ? ?? ?? ?? ?? ???,????? ??? ??? ???
BR,8373,?? ? ? ???,??? ?? ???
BR,8374,? ??  ?,??? ??? ?????
BR,8375,??  ???  ??  ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,8376,?? ?? ??? ?? ?? ???,??? ??? ? ???
BR,8377,?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,8378,?? ?? ?? ??,?? ??? ?? ???
BR,8379,?? ?? ? ??,?? ??? ?????.
BR,8380,? ?? ???,?? ???????
BR,8381,T ??? ? ??,??????? ???????
BR,8382,?? ??,??? ????????
BR,8383,??? ??,??? ? ??????
BR,8384,?? ??? ??? -?,??? ???? ??? ??
BR,8385,?? ? ?,???? ??? ????
BR,8386,??? ?? ???? ?? ?? ? ? 2?,???? ??? ??? ??? ????
BR,8387,? ?? ????,?? ??? ??? ?????.
BR,8388,??? ?? ?????,???? ???????
BR,8389,? ? ? ?? ?? ??,? ?? ??? ???????.
BR,8390,?? ?? ?? ????,?? ?? ? ?????.
BR,8391,?? ??,???
BR,8392,?? ? ?? ? ????,?? ? ????? ?? ?????.
BR,8393,?? ??? ??? ? ?? ??,??? ????? ??? ???
BR,8394,?? ? ?? ??,? ?? ?? ??
BR,8395,? ? ??,? ??? ?????.
BR,8396,??  ?  ?  ??,??? ??? ??? ??? ??? ????
BR,8397,? ?? ??? ???? ?? ??? ?? ?? ???,?? ??? ????.
BR,8398,??  ???  ?? ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,8399,?? ?? ?? ?? ? ?? ,??? ?? ??? ????.
BR,8400,?? ?? ?,?? ??? ??????
BR,8401,??? ??? ??? ? ?? ? ?? ???,???? ??? ?? ?? ??? ?? ???
BR,8402,??,??
BR,8403,? ? ????,? ?? ????? ??.
BR,8404,? ?  ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,8405,??  ??  ???  ? ?? ??? ?? ???? ??,??? ???? ??? ?????
BR,8406,? ?? ?????,?? ???????.
BR,8407,? ?? ?,?? ??? ????
BR,8408,?? ?? ????,??? ????? ????
BR,8409,?? ?? ?? ??,? ?? ??? ??? ?? ????
BR,8410,? ?? ??,??? ???? ???.
BR,8411,??? ? ?? ?? ?? ??,???? ?? ?? ??? ??
BR,8412,? ?? ??? ?? ?? ???,?? ?? ???? ???? ??? ??
BR,8413,? ??,? ???
BR,8414,?? ? ? ??,?? ??? ?? ?? ???
BR,8415,?? ? ???? ??? ?? ?? ??? ? ? ? ?? ?? ?? ??,?? ???? ??? ??????? ???? ??? ???????.
BR,8416,?? ??? 9? ????,??????? 9???? ????? ???.
BR,8417,?? ??,??? ??? ????
BR,8418,?? ?? ? ?? ??? ??,??? ??? ?? ????.
BR,8419,?? ?? ? ??? ??,????????? ?????.
BR,8420,? ???,?? ??? ??? ??
BR,8421,?? ?? ?? ??,??? ??? ??? ??
BR,8422,?? ??,??? ??
BR,8423,??  ??  ?,??? ??? ?????
BR,8424,?? ???? ??? ???,??? ????.
BR,8425,? ???,??? ???????
BR,8426,? ?? ??? ??,?? ??????.
BR,8427,??? ????  ?? ??,???? ??? ??
BR,8428,??  ??  ?? ?,?? ? ???? ??? ????
BR,8429,?? ? ?? ???,??? ?? ????.
BR,8430,2016 ??? ? ??,"2016?, ??? ????"
BR,8431,?? ?? ??? ??? ? ???,??? ??? ??? ?? ?? ??
BR,8432,?? ????? ??,??? ???????.
BR,8433,? ?? ????? ??? ? ???,?? ??? ????? ?? ?? ??
BR,8434,?? 10?,10? ?? ?????.
BR,8435,? ?? ? ??,? ??? ???????
BR,8436,?? ?? ? ? ?? ????,??? ??? ?? ??
BR,8437,? -?? ?? ? ???,??? ? ??? ? ???
BR,8438,?? ?? ?????,??? ????????
BR,8439,? ?? ??? ?? ???? ?? ?? ? ???,???? ??? ??. ?? ?? ?? ? ???.
BR,8440,?? ? ??,?? ??? ??? ?????.
BR,8441,?? ?? ??,??? ??? ???.
BR,8442,?? ??? 9? ???? ??,??????? 9???? ????? ??? ??????
BR,8443,?? ?? ? ????? ??,??? ???? ?? ????
BR,8444,? ?? ??? ? ?? ??,?? ?? ?? ??? ??
BR,8445,?? ? ?? ???,?? ??? ????.
BR,8446,??? ?? ? ? ??,???? ? ??? ?? ?? ?? ????
BR,8447,? ? ??,??? ?????.
BR,8448,? ???,?? ????
BR,8449,??  ??  ?  ??,???? ???? ??? ?????
BR,8450,?? ?? ? ?? ????? ??? ??? ?? ?? ???,?? ??? ????? ??? ?? ??? ???.
BR,8451,?? ?? ? ??,?? ?? ??? ??????
BR,8452,?? ?? ? ?? ??,?? ??? ?? ?? ????
BR,8453,?? ? ??,??? ??
BR,8454,?? ??? ??? ??,?? ? ????
BR,8455,? ?? ?? ??? ???,?? ??? ??? ??? ???
BR,8456,?? ?? ?? ???,? ?? ??? ??? ??? ????
BR,8457,?? ??  ???  ??,??? ??? ???? ????.
BR,8458,?? ? ?? ? ????,????? ??? ?????.
BR,8459,?? ?? ??? ????,??? ???? ?????.
BR,8460,??? ? ?? ????,???? ?? ??? ???
BR,8461,? ?? ? ?? ?? ???,? ??? ?????.
BR,8462,?? ?? ?? ????,?? ??? ???????
BR,8463,? ??? ?? ?? ???,?? ???? ??? ?? ???
BR,8464,?? ?? ??,??? ???????.
BR,8465,?? ???,??? ???
BR,8466,??? ?,???? ?? ?
BR,8467,?? ?,??????? ???????
BR,8468,?? ???,??? ???????
BR,8469,? ?? ?? ??,???? ??? ?? ??
BR,8470,? ?? ? ?? ? ?? ???,????? ??? ?????.
BR,8471,? ???,? ??????
BR,8472,??  ? ?,???? ??? ?????
BR,8473,? ?? ??,?? ????
BR,8474,?? ?? ?? ??? ???,?? ??? ????.
BR,8476,?? ?? ???,??? ?????
BR,8477,??  ???  ?? ??  ??  ???,?? ??? ???? ?????????.
BR,8478,?? ??? ?? ? ?? ??,??? ????????
BR,8479,?? ??,??? ??? ????
BR,8480,?? ? ? ??,???? ??? ????.
BR,8481,?? ?? ??? ?? ?? ???,??? ?? ???? ???? ??? ??
BR,8482,??  ??  ?  ?  ? ?,???? ???? ??? ?????
BR,8483,?? ? ?? ??? ???,?? ??? ????.
BR,8484,?? ?? ??,??? ??? ? ????
BR,8485,??  ??  ??  ?,???? ??? ?????
BR,8486,?? ?? ?? ??,?? ??? ????
BR,8487,??  ?  ??,???? ??? ?????
BR,8488,??? ?? ?? ??? ???? ?? ????,??? ??? ????????
BR,8489,?? ????? ??,??? ???????.
BR,8490,?? ? ?? ?? ?? -?,???? ?? ??? ??
BR,8491,?? ?? ?? ?? ?? ???,???? ??? ???? ???
BR,8492,?  ??  ???  ??  ??  ??  ?,????? ??? ??? ????
BR,8493,?? ? ??? ???,??? ? ??? ??
BR,8494,?? ?? ?? ???,??? ????.
BR,8495,??  ???  ?  ??,?? ???? ??? ?????
BR,8496,?? ? ??,??? ?????.
BR,8497,?? ? ??,?????? ????
BR,8498,??? ?? ? ?? ????,???? ??? ?????.
BR,8499,??  ??  ?,??? ??????.
BR,8500,? ?? ??? ? ????,???? ??? ?? ??? ? ??
BR,8501,?? ?? ?????,??? ????????
BR,8502,?? ?? ??,?? ???? ???
BR,8503,?? ?? ? ??? ??,??? ????.
BR,8504,?? ?? ??? ???,??? ??? ??? ????.
BR,8505,? ?? ??,?? ?? ??????.
BR,8506,?? ?? ??,??? ??? ??? ????
BR,8507,?  ??  ??  ?,?? ???? ??? ??? ??? ????
BR,8508,? ?? ???,?? ?????
BR,8509,?? ????,???? ???????
BR,8510,?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
BR,8511,? ?? ?? ???,?? ?? ?? ?? ? ??
BR,8512,?? ?? ?? 1??,???? ??? ?? 1????
BR,8513,??? ???? ?? ??? ??,?????? ????.
BR,8514,??,?? ??? ??? ?????
BR,8515,?? ?? ??,??? ???????.
BR,8516,? ?? ??,?? ????
BR,8517,? ?? ??? ??,?? ?? ??? ??? ??
BR,8518,? ?? ?? ??? ?,? ???? ?? ??
BR,8519,??  ??  ???  ??  ????  ? ?  ?,??? ???? ??? ?????
BR,8520,??  ??  ??  ?  ??,?????? ???? ??? ??? ?? ????
BR,8521,?? ? ???,????? ???
BR,8522,??  ???  ?? ?  ?,??? ???? ??? ?????
BR,8523,?? ? ? ?,??? ??? ????
BR,8524,? ?? ??? ???,??? ??? ??
BR,8525,?? ?? ??,?? ???? ???
BR,8526,? ??? ?? ??? ???? ???? ?? ???? ? ??? ?? ??? ???? ???? ?? ??? ??,??? ?? ???? ?? ???
BR,8527,? ???? ??,???? ???
BR,8528,?? ??? ?? ?? ?? ?? ??,???? ??? ???? ????
BR,8529,? ??? ?? ?? ??,??? ??? ????
BR,8530,? ?? ? ?? ?? ????,? ??? ???????
BR,8531,?  ???1  ?  ? ?? ??? ?? ???? ??,??? ??? ????
BR,8532,? ?? ?? ??,?? ??? ??? ??
BR,8533,??,?????
BR,8534,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,8535,?? ? ???,? ??? ?? ????
BR,8536,??? ?? ?? ??? ??,???? ??? ??? ??? ???? ??
BR,8537,?? ?? ? ???,??? ????.
BR,8538,? ??? ??,?? ?? ??
BR,8539,?? ? ?? ????,?? ??? ?????.
BR,8540,????  ??  ???  ??  ?,?? ??? ???? ?? ? ?????
BR,8541,???  ??  ?,??? ??? ?? ?? ??????
BR,8542,?? ??? ?? ?? ??,??? ??? ???? ??
BR,8543,?? ??? ? ??? ??,???? ???? ?????.
BR,8544,? ?? ? ?? ???,? ??? ???????
BR,8545,?? ? ???,??????? ???????
BR,8546,?? ??? ?? ?? ??? ???? ??,????? ????? ????? ???? ????
BR,8547,? ??,???? ??
BR,8548,?? ??  ??  ?,??? ???? ??? ??? ??? ????
BR,8549,??  ???  ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,8550,??  ??  ???  ??  ?,??? ???? ??? ?????
BR,8551,? ?? ??? ??,?? ???????
BR,8552,? ??? ???,??? ????.
BR,8553,? ?? ?? ?? ??,??? ??? ??? ????
BR,8554,? ?? ?? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,8555,?? ?? ?? ??? ???,??? ?? ? ??? ???
BR,8556,?? ?? ?? ???,?? ??? ????.
BR,8557,? ?? ?? ??? ?? ??? ??,?? ??? ? ??? ???? ?????
BR,8558,?? ? ? ?? ??,??? ?? ??? ??
BR,8559,??  ??  ???  ?? ??,?? ??? ??? ??????
BR,8560,???  ??  ?,??? ??? ?? ?? ??????
BR,8561,??,??? ???.
BR,8562,??  ??  ???  ??  ????  ?? ?  ?,??? ???? ??? ?????
BR,8563,?? ?? ?? ???,??? ?? ??? ???
BR,8564,?? ? ? ?? ??,??? ??? ??? ????
BR,8565,?? ?? ? ????? ??,??? ???? ?? ????
BR,8566,?? ????? ?? ???,?? ??? ????? ?? ??
BR,8567,?? ?? ? ???,??? ?????
BR,8568,?? ??? ?? ??? ?? ??? ??,?? ??? ???? ??? ??
BR,8569,?? ?? ??? ????,?? ? ? ?????.
BR,8570,?? ?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,8571,?? ? ??,??? ?????
BR,8572,?? ??? ? ???,???? ???
BR,8573,?? ??? ???,?? ??? ????
BR,8574,? ? ????? ???,???? ?? ?????.
BR,8575,??? ?? ?? ?? ??,??? ???????
BR,8576,?? ?? ???,?? ?? ?? ?? ???
BR,8577,?? ???,??? ???.
BR,8578,? ? ?,? ?? ??? ????.
BR,8579,? ?? ? ?? ?? ??,??? ??? ??? ????
BR,8580,?  ?  ?  ??,???? ??? ?????
BR,8581,?? 3?,3?? ?????.
BR,8582,??? ???,???? ??? ??
BR,8583,?? ?? ? ???,????? ???
BR,8584,??? ????,??? ???????
BR,8585,?? ? ??,??? ?????
BR,8586,?  ???  ?  ??,???? ??? ?? ??? ?????
BR,8587,?? ?? ??,?????? ????.
BR,8588,???  ? ??? ??  ?  ??,??? ?? ?? ?? ??????
BR,8589,?? ?? -?,??? ?? ??
BR,8590,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,8591,?? ??,??? ??
BR,8592,? ?? ?? ?? ???,??? ?? ?? ?? ? ??
BR,8593,?? ?? ?? ???,? ?? ??? ??? ?? ?????
BR,8594,?? ??? ???,??? ??? ???
BR,8595,? ?? ?,? ???
BR,8596,?? ? ??? ??,?????? ????
BR,8597,?? ?? ?? ??,?? ??? ??? ? ????
BR,8598,??? ???? ???? ?? ?,?? ?? ????
BR,8599,?? ?? ???,??? ?? ???.
BR,8600,? ??? ?? ?? ?? ????,?? ???? ???? ???? ???.
BR,8601,? ?? ??  ??  ???  ?  ??,?? ??? ??? ??????
BR,8602,?? ??,??? ??? ????
BR,8603,? ?? ??? ? ?? ??,?? ?? ?? ??? ??
BR,8604,?? ?? ?? -? ??,??? ????? ???
BR,8605,? ?? ??? ???,?? ? ?? ???
BR,8606,?? ?? ???,??? ?????
BR,8607,???  ??  ?,???? ??? ? ?? ?? ??????
BR,8608,?? ?? ?? ??? ??,??? ??? ???. ??? ?????.
BR,8609,?? ??? ? ?? ?? ?? ???,????? ??? ?????.
BR,8610,?? ?? ???,??? ??? ????
BR,8611,?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,8612,??? ? ??? ????,???? ?? ? ??? ??? ??? ??
BR,8613,? ??? ?? ?? ?? ??? ,? ?? ??? ???? ???? ??? ???.
BR,8614,? ???? ? ?? ???? ??,??? ??? ???? ???? ????
BR,8615,??? ?? ? ? ??,???? ? ??? ?? ?? ?? ????
BR,8616,? ?? ??? ?? ???? ?? ?? ???,??? ???????
BR,8617,? ? ? ?? ?? ?,????? ??? ?????.
BR,8618,? ??,?? ????.
BR,8619,?? ??,??? ???????
BR,8620,?? ??,??? ???????
BR,8621,?? ?? ???,???? ???
BR,8622,?? ?? ?? ?? ? ??,? ?? ???? ?? ?? ??????
BR,8623,? ?? ?,??? ??? ????
BR,8624,?? ?? ?? ? ????,??? ???? ???? ??? ???.
BR,8625,?? ?? ? ?? ??,???? ??? ??? ????
BR,8626,??  ???  ?,?? ???? ??? ?????
BR,8627,?? ??,?? ????????
BR,8628,?? ?,???? ??
BR,8629,?? ??? ????,?? ??? ???.
BR,8630,?? ?? -? ?? ?? ? ?? ?? ???,???? ???? ?? ?? ??? ??
BR,8631,?? ?? ? ???,?? ??? ????.
BR,8632,? ?? ?? ?? ????,??? ???????. ?????.
BR,8633,? ?? ?? ?? ?? ??,??? ??? ??? ????
BR,8634,?? ?? ??? ??? ?,?? ??? ?????.
BR,8635,? ? ?? -?,?? ?? ?? ??
BR,8636,?? ?? ?????,??? ????????
BR,8637,?? ?  ?,??? ??? ?????
BR,8638,? ? ??,?? ????.
BR,8639,? ?? ? ?? ?? -?,???? ?? ?? ??
BR,8640,?? ? ?? ? ??,??? ?? ??
BR,8641,?? ??,??? ????.
BR,8642,?? ? ? ?? ????,??? ??? ?????.
BR,8643,??  ??  ???  ? ?,??? ???? ??? ?????
BR,8644,??? ?? ??,??? ???? ? ? ????.
BR,8645,?? ?? ?? ???? ?? ?? ??,???? ?? ??? ??? ??? ??
BR,8646,?? ??,???
BR,8647,??  ?  ???  ??,??????? ??? ?????
BR,8648,?? ? ?? ? ?? ? ??,??? ??? ???
BR,8649,?? ??,??? ????.
BR,8650,?? ??,??? ???????.
BR,8651,?? ? ? ??? ???,??? ?? ?? ?? ??? ???.
BR,8652,?? ???,??? ??
BR,8653,???? ?? ??,???? ?? ????
BR,8654,?  ?  ?  ??,??? ??? ????
BR,8655,???  ??  ???  ??  ? ?? ??? ?? ???? ??  ?,????? ??? ?????
BR,8656,?? ?? ?? ??? ?? ?,? ??? ??? ?? ?? ??? ??
BR,8657,?? ?,?? ??? ?? ????.
BR,8658,?? ?? ? ??,??? ??? ?? ??
BR,8659,? ??,??? ??
BR,8660,? ??? ? ?,?? ?? ???
BR,8661,?? ? ?? ??,??? ?? ??? ???
BR,8662,?? ?? ? ?? ???,?? ??? ?????
BR,8663,??  2?  ?  ??,?2 ???? ??? ?????
BR,8664,??? ?? ?? ??? ????,?? ??? ???.
BR,8665,?? ??? -?,??? ??? ??
BR,8666,?? ?? ? ??,??? ???? ?? ??
BR,8667,?? ?? ?? ??? ??,? ??? ??? ???? ??? ?????
BR,8668,?? ?? ???,??? ????.
BR,8669,?? ? ?? ?? ??,??? ??? ??? ????
BR,8670,? ?? ?? ??,? ??? ??? ???
BR,8671,??? ? ??,????? ?? ?? ??????
BR,8672,?  ?  ??,???? ??? ?????
BR,8673,?  ??  ???  ??  ? ?  ?,????? ??? ??? ????
BR,8674,?,?? ???.
BR,8675,? ?? ??,?? ??? ? ????
BR,8676,? ? ??,??? ??? ????.
BR,8677,T ??? ? ??,??????? ?????.
BR,8678,?? ?? ?,?? ???
BR,8679,??  ??  ?,?? ???? ??? ?????
BR,8680,?? ?? ??,??? ???????.
BR,8681,??? ?? ? ??? ? ???,????? ????? ?? ???
BR,8682,?? ??,?? ?????
BR,8683,? ? ??? ???,?? ?? ??? ??? ??
BR,8684,??  ???  ?  ??  ??  ??,?????? ??? ??? ??? ????
BR,8685,?  ???  ?? ?  ?,???? ??? ?? ??? ?????
BR,8686,? ?,?? ????.
BR,8687,??  ?????  ??  ??  ?  ??,??? ??? ??? ?????
BR,8688,?? ? ? ??,??? ?? ?? ???
BR,8689,?? ?? ???,??? ?????.
BR,8690,? ??? ???? ?? ??,??? ???
BR,8691,?? ? ?? ??? ??? ?? ???,???? ?? ???? ?? ??? ?? ??? ????
BR,8692,?? ?? ? ???,?? ??? ?????
BR,8693,?? ???? ???,??? ??? ????.
BR,8694,?? ??? ?? ??,??? ?? ???? ??
BR,8695,??? ?? ?? ?? ????,??? ??? ???? ?? ????
BR,8696,?? ?? ?? ?? ? 3 ???,??? ???? ?? ? ?? ????
BR,8697,? ?? ???,?? ??? ????.
BR,8698,?? ?? ?? ?? ??,??? ??? ??? ????
BR,8699,?? ? ?? ?? ??,???? ??? ????
BR,8700,??  ??,??? ??? ?????
BR,8701,?? ? ?? ?? ??? ???,???? ?? ? ??? ???
BR,8702,?? ? ???? ??,?? ??? ???? ??
BR,8703,??? ?,?? ?? ???.
BR,8704,??? ? ???? ?? ??,?? ?? ??? ????.
BR,8705,??  ??  ??  ?,??? ???? ??? ??? ??? ????
BR,8706,?? ?? ? ?? ?? ????,?? ??? ???????
BR,8707,? ??? ?? ? ?? ??,??? ?? ????
BR,8708,???  ? ?? ??? ?? ???? ??,???? ??? ?????
BR,8709,?? ? ? ???,??? ?? ?? ?? ??? ???.
BR,8710,?  ??  ???  ??  ?? ??  ?  ??,????? ??? ??? ????
BR,8711,?? ???,??? ??? ??? ??
BR,8712,? -? ? ? ??? ??,?? ?? ??? ???
BR,8713,???  ??  ?  ??,???? ??? ? ?? ?? ??????
BR,8714,?? ?????? ???? ?? ??,??? ??
BR,8715,? ? ??,? ??? ??????
BR,8716,?? ?? ?,??? ??????.
BR,8717,??? ??,???? ??? ????
BR,8718,?? ??,??? ???.
BR,8719,?  ???1  ??  ?,??? ??? ????
BR,8720,???  ??  ??  ?,??? ??? ?? ?? ??????
BR,8721,?? ?? ? ?? ?? ??,???? ??? ??? ????
BR,8722,?? ??? ?? ????,??? ????
BR,8723,?? ?? ? ????,?? ??? ?????.
BR,8724,??? ?? ??? ????,??? ????? ????? ???.
BR,8725,???? ?? ??? ?? ??? ???,????? ?? ?? ???? ?? ?? ??????
BR,8726,?? ?? -?? ?? ??,???? ??? ?? ??
BR,8727,???? ??? ??? ?? ???,???? ? ?? ?????? ?? ????.
BR,8728,?? ?? ? ?? ? ???,??????? ??? ?????.
BR,8729,?  ???  ??  ?,???? ??? ?? ??? ?????
BR,8730,?? ? ?? ??? -?,???? ?? ??? ??
BR,8731,?? ? ??? ?? ??,??? ?? ?? ?? ??? ???.
BR,8732,??? ? ??,???? ??? ??? ???.
BR,8733,?? ?? ?? ???,??? ?????
BR,8734,?? ?? ?? ??? ?? ?,? ??? ??? ?? ?? ??? ??
BR,8735,? ??? ?? ?? ?? ??? ,? ?? ??? ???? ???? ??? ???.
BR,8736,? ?? ???,?? ?? ??
BR,8737,?? ??? ??,??? ?????
BR,8738,?? ?? ??,??? ???????.
BR,8739,?? ? ?,??? ???
BR,8740,?  ??  ??  ??  ???  ?,??? ????? ?? ????
BR,8741,? ?? ??? ????,?? ???? ?????.
BR,8742,? ? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,8743,? ????,?? ?? ??
BR,8744,?? ?? ? ?? ??,??? ??? ??? ??
BR,8745,?? ??? ??? ?? ?? ??,? ??? ???? ???? ??? ?? ????
BR,8746,?? ?? ? ??,?? ??? ??????
BR,8747,? ??,? ?? ??? ????.
BR,8748,?? ???,??? ????.
BR,8749,??? ??,??? ???
BR,8750,?? ?? ? ?? ? ??? ??,??? ????? ??? ???? ?????.
BR,8751,?? ??,??? ??? ????
BR,8752,?? ?? ??,?? ??? ?????.
BR,8753,?? ?? ?? ??,???? ???? ??? ??? ? ???
BR,8754,?? ? ???,??????? ???????
BR,8755,???  ??  ?,??? ??? ?? ?? ??????
BR,8756,??? ?? ?????,???? ????????
BR,8757,??? ?? ???? ?? ?? ? 2?,???? ??? ??? ??? ????
BR,8758,?? ?? ??,??? ???????
BR,8759,?? ??? ??,??? ?????
BR,8760,?? ???? ? ? ?? ? ????,??? ?? ??? ???????
BR,8761,???  ??  ???  ??  ?  ??,????? ??? ?????
BR,8762,? ? ???,?? ?? ???
BR,8763,? ?? ?? ???,?? ?? ?? ?? ? ??
BR,8764,??? ???? ?? ??? ? ??,????? ??? ?????.
BR,8765,??? ? ? ??? ????,??? ? ??? ???? ??????.
BR,8766,?? ??,??? ?????
BR,8767,???? ? ? ?? ???,??????? ??? ?????.
BR,8768,??  ?  ??  ?? ?,?? ???? ??? ????
BR,8769,?? -?? ?? ?? ???,???? ??? ?? ??
BR,8770,?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,8771,???? ?? ??,???? ??? ????.
BR,8772,? ? ??? -?,?? ?? ??? ??
BR,8773,?? ???? ??,??? ???? ??
