gloss,spoken
멀다 오다 벌써 도망가다,먼 길을 왔는데 그렇게 빨리 도망가려고?
나 대하여 세상 무엇 궁금하다,나에 대한 세상이 궁금하다
나 너 대신 불가능,난 너를 대신할 수 없어
언어 불량 안되다,언어 인식이 안되나요?
저기 속 안에 사람 있다,저속에 사람이 있어
기름 병 뜨겁다 머리 진통,기름에 열이 많이 나고 두통이 심해요.
몸 위하다 운동 필요,몸을 위해 운동해야 한다
불마음 열심 변하다 마음 열심,불성실한 일은 없다
세금  되돌리다  돈받다  곳,세금 환급은 어디서 받을 수 있나요?
문제 너다 너 말해 약속,문제가 생기면 너한테 말해
책임 일  취소  가능,임무를 취소 할 수 있을까요?
상대 사용 안되다 불가능,상대가 안되네요.
일본 지하철 정기권 사다 원하다,일본 내 지역 정기승차권을 사고 싶습니다.
신호등 다음 여기,신호등 지나서 내려주세요.
소식 듣다 기분 좋다,소식을 들었더니 기분이 좋다
쉬다 날 때문에 공원 장소 점 많다,휴일이 되어서인지 공원에 점이 많다
불행 만나다 아니다 절반 앞,불행 중 후반이다
가리다 하지마 친하다,가리지 말고 친하게 지내
차  빌리다  곳  그 곳,렌트카를 빌리는 곳은 저기에 있습니까?
춥다 켜다,에어컨 좀 켜주세요.
핸드폰 실종 잃어버리다,핸드폰을 잃어버렸습니다.
일 끝 가다 원하다,일을 빨리 끝내고 가고 싶어
출발 1시간 전,1시간 내로 출발합니다.
하나 중앙 내리다,중앙 역에서 내리시나요?
관계 속 없다 나 돕다 부탁,관심 없으면 도와줘
소  돼지  키우다  검사  밭 일  곳,축산관계자 농사는 어디서 하나요?
캠코더  짐  맡기다  가능,캠코더를 위탁 수하물로 보낼 수 있습니까?
남 지역 곳 다음 여기,남부정류장 지나서 내려드릴까요?
저녁 되다 세상 노랗다 변하다,저녁이 되면 온 세상이 노랗다
돈주다 얼마,얼마인가요?
지금 끝 수 많다,그 동안 수가 많으셨습니다
서울  버스  곳  무엇,서울 시내로 가는 버스 승강장은 무엇에 있습니까?
마음 어렵다,마음이 어려우신가요?
도깨비  깊다 지하 내리다,지옥으로 가주세요.
아버지 키우다 했었다 소 팔다 학교 달다 모기 보내다,아버지는 키우던 소를 팔아 벌을 학교에 보냈다
보물 실종 없다,보물을 잃어버렸습니다.
사랑 전화걸다,사랑을 부를까요?
1호 갈아타다 목적 곳곳,1호선 환승하는 위치는 어디인가요?
조금 부상 전 차내리다,경상대학교 못가서 내려주세요.
남자 여성 운전 방법 가르치다 주다,남자는 여성에게 운전을 가르쳤다
바다 가깝다 동물 만나다 공격,해변에서 야생동물을 만났어요. 저를 공격할 것 같아요.
집 얼마 얼마  빌리다  어디  곳,주소 대여소가 어디에 있습니까?
기념  물건  어디  곳,기념품 가게는 어디에 있습니까?
요즘 재주 훌륭하다 사람 모두 바쁘다 살다 중에,현대 인재들은 바쁘게 산다
제일  가깝다  분  찾다  드리다,가장 가까운 분으로 검색해드리겠습니다.
맞다 답 뼈곳,정답은 어디에 있나요?
남동생 공 들다 학교 장소 가다,남동생이 공을 들고 학교에 갔다
오락 놀다춥오락 놀다다오락 놀다 오락 놀다켜오락 놀다다오락 놀다,게임 좀 켜드릴까요?
캐리어  무게  총  어디,캐리어 무게를 재는 총은 어디인가요?
나무 빽빽하다 저기 곳 다음,숲 지나서 내려드릴까요?
나 너 싫다,나는 너가 싫어
소  돼지  키우다  검사  신고  곳  내,축산관계자 신고는 내서 하나요?
학교 등록 되다,학교에 등록할 수 있나요?
생각을 나타내는 동작 통하다 전 차내리다,동의대학교 못가서 내려주세요.
병원  무엇  곳,의무실은 무엇에 있습니까?
홍수 집 물 채우다,홍수가 나서 집이 물에 잠기고 있어요.
간 번호,몇 번 간인가요?
지하철 안 냄새,방에 불쾌한 냄새가 납니다.
터널 다음 내리다,터널 지나서 내려드릴까요?
생각을 나타내는 동작 통하다 목적,동의대학교로 가주세요.
핸드폰  대여  어디,휴대폰을 대여할 수 있는 곳이 어디입니까?
여기 내리다 맞다,여기에서 내려줘
눈 문 틈 핸드폰 떨어지다,눈 틈 사이로 휴대폰이 떨어졌습니다.
지름길 가다 차내리다,지름길로 가볼까요?
우산 없다 잃어버리다,우산을 잃어버렸습니다.
따뜻하다 다가오다 소풍 가다 원하다,봄이 오면 소풍가고 싶어
불가능,불가능
물품보관 고장 죽다,물품보관함이 안되네요.
주차  2번  어디  곳,제2 주차장은 어디에 있습니까?
청음회관 차내리다,청음회관으로 가주세요.
서울대학교 곳 가다 길 가다 방법,서울대학교에 어떻게 가나요?
후회 필요 같다,후회할 필요가 있을것 같아
카드 사용 안되다 고장,카드가 인식되지 않습니까?
지금 도 충전,지금 도를 충전하겠습니다.
당신 -보다 일 잘하다 질투,당신보다 일 잘하시니깐 질투가 난다
서 곳 오케이,서쪽으로 가주세요.
아들 놀다 곳 놀다 발 손가락 잡다,아들이 놀이터에서 놀다가 발가락이 부러졌어요.
난방,히터 좀 켜주세요.
잊다 도,잊어서 도해
아빠 방학 때 아들 방 보내다,아빠는 방학이면 아들을 방에 보냈다
다리 커,다리가 너무 커
언니 아기 무게 바늘의 동작 4,언니가 아이 넷을 달았다
쌍둥이 성격 다르다,쌍둥이는 성격이 다르다
수레  빌리다  그 곳,휠체어 대여소가 저기에 있습니까?
아기  모유  곳  여기,유아 수유실은 여기에 있습니까?
잊다 부탁,잊어서 부탁해
산 뱀 물다,나는 산에서 뱀에게 물렸다.
물  병  비행기  안  가지다  가능,물병을 기내에 가져갈 수 있나요?
비다 곳 나다 치료 불가능,이 공간은 치료가 불가능하다
아이 실종,아이를 잃어버렸습니다.
말 듣다 중에,말을 듣고 있어
지하철 쪽 안내하다,지하철 갈아타는 쪽으로 안내해드릴까요?
비행기  지각  방법,비행기 시간을 놓쳤어요. 어떻게 해야 하나요?
아이 찾다 실종,아이를 잃어버렸습니다.
차  빌리다  책,렌트카를 빌리는 책은 어디에 있습니까?
듣다,듣겠습니다.
도움을 받다 은혜 싸움 경찰 부르다 부탁,덕분에 싸움이 났어요. 경찰을 불러주세요.
가다 무엇,뭐 가고 있어?
세금  공짜  무엇  곳,면세점은 무엇에 있습니까?
우산 사라지다 실종,우산을 잃어버렸어요.
하늘 치다 마음 편하다,하늘을 치면 마음이 편하다
4사람,모두 4명입니다.
캐리어  번호  어디  곳,캐리어 번호를 재는 곳은 어디인가요?
어느 곳 갈아타다 맞다,어디서 갈아타는 것이 맞습니다.
딸 배우다 곳 다니다 -중,딸이 학원을 다니고 있어
백화점 다음 곳 보다 내리다,백화점 지나서 내려주세요.
119 곳 다음 차내리다,소방서 지나서 내려줄까요?
느리다 하지마 빨리 오다,늦지 말고 빨리와
앞,앞으로 가주세요.
한국  항공  표  어디  곳,대한항공 카운터는 어디에 있습니까?
나사렛 가다,나사렛대학교로 가주세요.
항공  목욕  곳  이것 곳,공항 내 샤워실은 이곳에 있나요?
웃음 찾다 실종,웃음을 잃어버렸습니다.
지하철 문 틈 빛 떨어지다,지하철 틈 사이로 빛이 떨어졌습니다.
밖 불 경찰 부르다 부탁,밖에 불이 났어요. 경찰을 불러주세요.
수단 정하다 지키다 철저하다 중요,법을 지키는 것은 중요하다
택시 일반 만원,일반 요금이 만원인가요?
기본  미리  돈주다  가능,기본요금을 정산할 수 있나요?
얼굴 모습 깨끗하다,표정이 정말 맑다
일본  먹다  어디  곳,일식집이 어디에 있습니까?
일본  먹다  곳  어디,일식집이 어디에 있습니까?
교통카드 충전 하다,교통카드 충전 하나요?
물건  잃어버리다  찾다  가능,분실물을 확인할 수 있을까요?
화장실 뼈곳,화장실이 어디에 있나요?
노트북 없다 잃어버리다,노트북을 잃어버렸습니다.
책 없다 실종,책을 분실하셨나요?
1호 갈아타다 목적,1호선으로 환승하려고 합니다.
얼마 저기 곳 다음 내리다,얼마 지나서 내려드릴까요?
필요없다,필요없으신가요?
그 곳 있다,저기에 있을까요?
핸드폰 없다 잃어버리다,휴대전화를 잃어버렸습니다.
언니 여동생 동시에 일어나다,자매들이 동시에 일어났다
손가락질 많다 하루 갚다 가능 불가능,그 많은 욕을 하루만에 갚는건 불가능해
항공  짐  검사  두다  어디,수하물보관소가 어디에 있습니까?
맥도날드 보다 다음 저기 곳 차내리다,맥도날드 지나서 내려주세요.
무엇 성 나다 맞다,무슨 성이 생긴건 아니야
이화여대 찾다 목적 길 방법,이화여자대학교에 어떻게 가나요?
눈 끄다,눈 좀 꺼주세요.
생각 해보다 곳 가다,고려대학교로 갈까요?
용기 없다 잃어버리다,용기를 잃어버리셨나요?
돕다본인 감사,도와줘서 고마워
카드 단말기터치 다시 해보다,카드를 다시 대세요.
다리 작다 힘 세다,다리는 작아도 힘은 세다
서울농아인협회 차내리다,서울농아인협회로 가주세요.
아이 찾다 실종,어린아이를 잃어버리셨나요?
누가 병 엄지손가락,어떤 사람이 병을 맞았어요.
경찰 저기 곳 다음 도착 차내리다,경찰서를 지나서 내리시기 바랍니다.
I D 교환하다,다른 아이디를 주세요.
항공  표  받다  어느 시간  곳,발권 카운터는 언제에 있나요?
너무 기쁘다 날 흘리다,너무 기뻐서 날이 흘렀다
추가 저기,추가로 들어가주세요.
지금 까지 놀다 오늘 사랑 시작,그 동안 놀았으니 다시 사랑을 시작해야겠다
3 찾다 곳 방법,3번 출구로 나가려면 어떻게 가나요?
매일 나오다 너무 귀찮다,매일 나오는게 귀찮다
학교 내리다 가다,학교로 가주세요.
내리다,내리세요.
언니 사랑 잊다,언니의 사랑을 잊었다
서울대학교 찾다 목적 길 무엇,서울대학교에 어떻게 가나요?
집 배달 오다 기다리다 되다,택배가 오기를 기다려야 한다
여자 고장 발 밟다 발바닥 상처,여자가 깨져서 발을 다쳤어요.
맥도날드 보다 곳 저기 다음 차내리다,맥도날드 지나서 내려주세요.
대로 다음 도착 차내리다,큰 길 지나서 내려드릴까요?
도시 가운데 전 저기 내리다,시내정류장 못가서 내려주세요.
서울역 떠나다 목적 지하철 갈아타다 몇호,서울역으로 떠나려면 몇호선으로 갈아타야 하나요?
놀리다 하지마 친하다,놀리지 말고 친하게 지내
학교 도착 가다,학교로 가주세요.
친구 잃어버리다,친구를 잃어버렸습니다.
하다,네. 하겠습니다.
마음 찾다 실종,마음을 잃어버리셨나요?
육교 곳 다음 내리다,다리 지나서 내려주세요.
덥다 아이스크림 보다 원하다,너무 더워서 아이스크림 보고 싶어
아버지 고장 발 밟다 발바닥 상처,아버지가 깨져서 발을 다쳤어요.
학교 전 도착 차내리다,학교 못가서 내려주세요.
감독 보다,감독을 보다
점  방문  감사,김포점을 이용해 주셔서 감사합니다.
너 때문에 못하다,자네 때문에 못했잖아
핸드폰  충전  어디  지부 곳,휴대폰을 충전할 수 있는 지점이 어디입니까?
아래 집 불,아랫집에 불이 났어요.
물건  계속  어디,물건을 계속해서 붙이고 싶은데 어디서 하나요?
일 많다 혼자 불가능,이 많은 일을 혼자서 맡는건 불가능해
공항  방문  농인  위하다  정보  드리다,공항을 이용하시는 농인들을 위한 정보를 제공하고 있습니다.
우산 없다 실종,우산을 잃어버렸어요.
목걸이 없다 잃어버리다,목걸이를 분실하셨나요?
여자 아기 자다 얼굴 보다 행복 목소리,그녀는 잠든 아이의 얼굴을 보고 행복한 목소리를 지었다
북 부 전 곳 저기,북부정류장 못가서 내려주세요.
시간 지연되다 몇분,몇 분 지연 되었습니까?
어머니 오늘 학교 장소 1등 하다,어머니는 이번에 학교에서 일등을 했다
홍수 물 울다 물 채우다,홍수가 나서 눈물이 물에 잠기고 있어요.
오늘 하루 수고,오늘도 노고 많으셨습니다.
오늘 무엇,오늘은 어디에 있나요?
친구 모두 잊다 부탁,그 친구들은 깨끗이 잊어라
나중 가다 엄마 계시다 아니다,나중에 와보니 엄마가 안 계셨다
엄마 나이 47 아기 낳다,엄마는 마흔 일곱에 막내를 낳으셨다
울다 하지마 친하다,울지 말고 친하게 지내
아기  유모차  빌리다  여기,유모차 대여소가 여기에 있습니까?
뒤 엉덩이 들어올리다,트렁크 좀 열어주세요.
어느 곳 내리다 맞다,어디서 내리는 것이 맞습니다.
아시아  항공  표  곳  어느 시간,아시아나항공 카운터는 언제에 있습니까?
누가 나 죽이다,어떤 인간이 저를 죽이려고 해요.
내리다 시간 알려주다,내릴 시기 알려드릴까요?
미안  위치  찾다  없다,위치를 찾을 수 없습니다.
