,gloss,spoken,combined
9921,태양 유치원 다니다 -중,태양이 유치원을 다니고 있어,태양 유치원 다니다 -중태양이 유치원을 다니고 있어
9923,몸 아프다 신 손 금방,발이 빠르다,몸 아프다 신 손 금방발이 빠르다
9924,먹다 음악 베다,음악을 하다가 손가락을 칼에 베였어요.,먹다 음악 베다음악을 하다가 손가락을 칼에 베였어요.
9926,도움 사용 잘 안되다,도움이 안되네요.,도움 사용 잘 안되다도움이 안되네요.
9927,토끼 키우다,토끼를 키우다,토끼 키우다토끼를 키우다
9928,버스 어느 시간 곳,시내버스 승강장은 언제에 있습니까?,버스 어느 시간 곳시내버스 승강장은 언제에 있습니까?
9929,걱정 되다,걱정도 됩니다.,걱정 되다걱정도 됩니다.
9930,다르다 사람 걸다 속다,남의 말을 걸다가 뒤통수를 맞았다,다르다 사람 걸다 속다남의 말을 걸다가 뒤통수를 맞았다
9931,차 빌리다 어디 책,렌트카를 빌리는 책은 어디에 있습니까?,차 빌리다 어디 책렌트카를 빌리는 책은 어디에 있습니까?
9933,태양 무엇,태양은 어디에 있나요?,태양 무엇태양은 어디에 있나요?
9935,보물 실종 잃어버리다,보물을 분실하였습니다.,보물 실종 잃어버리다보물을 분실하였습니다.
9936,운 만나다 아니다 다행,운 중 다행이다,운 만나다 아니다 다행운 중 다행이다
9937,나무 빽빽하다 곳 다음,숲 지나서 내려드릴까요?,나무 빽빽하다 곳 다음숲 지나서 내려드릴까요?
9938,약 어느 시간,약국은 언제에 있습니까?,약 어느 시간약국은 언제에 있습니까?
9939,사람 지키다 철저하다 중요,사람을 지키는 것은 중요하다,사람 지키다 철저하다 중요사람을 지키는 것은 중요하다
9941,사랑 힘들다 마음 편하다,사랑은 힘들지만 마음을 편하다,사랑 힘들다 마음 편하다사랑은 힘들지만 마음을 편하다
9942,물 차 트렁크열다 나르다,트렁크에 물을 넣을까요?,물 차 트렁크열다 나르다트렁크에 물을 넣을까요?
9943,재미있다 축하 끝,축제를 마치다,재미있다 축하 끝축제를 마치다
9944,공장 일 문 가다,공업 단지 안으로 가주세요.,공장 일 문 가다공업 단지 안으로 가주세요.
9945,사람 각각 성 다르다,사람들은 각각 성이 다르다,사람 각각 성 다르다사람들은 각각 성이 다르다
9946,음악 배우다 중에,음악을 배우고 있어,음악 배우다 중에음악을 배우고 있어
9947,길 다음 차내리다,길 지나서 내려드릴까요?,길 다음 차내리다길 지나서 내려드릴까요?
9948,생각 해보다 곳,고려대학교로 가주세요.,생각 해보다 곳고려대학교로 가주세요.
9949,맞다 답 확인 맞다,정답이 맞습니다.,맞다 답 확인 맞다정답이 맞습니다.
9950,맞다 일 괜찮다 ?,사실은 괜찮아?,맞다 일 괜찮다 ?사실은 괜찮아?
9951,저기 참고 가다,참고로 들어가주세요.,저기 참고 가다참고로 들어가주세요.
9953,내 몇호,내가 몇 호선인가요?,내 몇호내가 몇 호선인가요?
9955,안면 불량 안되다,안면 인식이 안되나요?,안면 불량 안되다안면 인식이 안되나요?
9957,나중 또 오다 부탁,나중에 또 이용해 주세요.,나중 또 오다 부탁나중에 또 이용해 주세요.
9958,배우다 곳 -안에 사람 없다,학원안에는 아무도 없다,배우다 곳 -안에 사람 없다학원안에는 아무도 없다
9959,관련 법 지키다,관련법규를 지키다,관련 법 지키다관련법규를 지키다
9961,시간 저기 다음 도착 차내리다,시간 지나서 내려드릴까요?,시간 저기 다음 도착 차내리다시간 지나서 내려드릴까요?
9962,불 차 트렁크열다 나르다,트렁크에 불을 넣겠습니다.,불 차 트렁크열다 나르다트렁크에 불을 넣겠습니다.
9964,나 돈 때문에 손가락질 -중,돈 때문에 욕이 많아,나 돈 때문에 손가락질 -중돈 때문에 욕이 많아
9966,정보 하다 중,정보를 하고있습니다.,정보 하다 중정보를 하고있습니다.
9967,캐리어 무게 어디 총,캐리어 무게를 재는 총은 어디인가요?,캐리어 무게 어디 총캐리어 무게를 재는 총은 어디인가요?
9973,집 태어나다 남자 넘어오다,집에 아들이 들어왔어요.,집 태어나다 남자 넘어오다집에 아들이 들어왔어요.
9976,세상 무엇,세상이 어떻게 되세요?,세상 무엇세상이 어떻게 되세요?
9977,택시 시설 오천원,시설 요금은 오천원입니다.,택시 시설 오천원시설 요금은 오천원입니다.
9978,아기 길 바꾸다2 어디,길 갈이대는 어디에 있습니까?,아기 길 바꾸다2 어디길 갈이대는 어디에 있습니까?
9979,일 끝 나아가다 원하다,일을 빨리 끝내고 나아가고 싶어,일 끝 나아가다 원하다일을 빨리 끝내고 나아가고 싶어
9980,설명 사용 안되다 고장,설명이 안되네요.,설명 사용 안되다 고장설명이 안되네요.
9981,저기 뜻 공부 가다,과학 단지 안으로 가주세요.,저기 뜻 공부 가다과학 단지 안으로 가주세요.
9982,말 가다 차내리다,말로 갈까요?,말 가다 차내리다말로 갈까요?
9983,도망 전 저기,도망 못가서 내려주세요.,도망 전 저기도망 못가서 내려주세요.
9984,목을 자르는 동작 숨 전화걸다,목숨을 부를까요?,목을 자르는 동작 숨 전화걸다목숨을 부를까요?
9986,시간 확인증 필요,시간 지연 증명서 발급해주세요.,시간 확인증 필요시간 지연 증명서 발급해주세요.
9987,길 잃다 어렵다,길잃기가 어렵다,길 잃다 어렵다길잃기가 어렵다
9988,기타 또 다르다 없다,다른 기타 없으세요?,기타 또 다르다 없다다른 기타 없으세요?
9990,표 직접 누르다 내,셀프체크인은 내서 가능한가요?,표 직접 누르다 내셀프체크인은 내서 가능한가요?
9991,학교 도착 되다,학교에 도착할 수 있나요?,학교 도착 되다학교에 도착할 수 있나요?
9992,미래 곳 가다 무엇 방법,미래로 가려면 어떻게 가나요?,미래 곳 가다 무엇 방법미래로 가려면 어떻게 가나요?
9993,바람 곳 다음 여기,바람 지나서 내려드릴까요?,바람 곳 다음 여기바람 지나서 내려드릴까요?
9995,도움 고장 사용 안되다,도움이 안되네요.,도움 고장 사용 안되다도움이 안되네요.
9999,항공 목욕 곳 이것 곳,공항 내 샤워실은 이곳에 있나요?,항공 목욕 곳 이것 곳공항 내 샤워실은 이곳에 있나요?
10000,목 붓다 귀엽다,목에 살이 오르니 귀여워 보인다,목 붓다 귀엽다목에 살이 오르니 귀여워 보인다
10001,코 차 없다 실종,커피를 분실하셨나요?,코 차 없다 실종커피를 분실하셨나요?
10002,밤 다음 저기 곳 저기,밤 지나서 내려주세요.,밤 다음 저기 곳 저기밤 지나서 내려주세요.
10003,화장실 그 곳,화장실은 저기에 있습니까?,화장실 그 곳화장실은 저기에 있습니까?
10005,상자 저기 가다,상자 안으로 들어갈까요?,상자 저기 가다상자 안으로 들어갈까요?
10006,사랑,사랑했나요?,사랑사랑했나요?
10008,지금 나오다,여기서 나오겠습니다.,지금 나오다여기서 나오겠습니다.
10009,마귀 방법 배우다 중에,마법을 배우고 있어,마귀 방법 배우다 중에마법을 배우고 있어
10010,아프다 원인 병원 방 문,아파서 병원에 방문했다,아프다 원인 병원 방 문아파서 병원에 방문했다
10011,여기 차내리다 맞다,여기서 내려주세요.,여기 차내리다 맞다여기서 내려주세요.
10012,노를 젓는 동작 배 침몰,보트가 침몰하고 있어요.,노를 젓는 동작 배 침몰보트가 침몰하고 있어요.
10018,아기 심장 먹다 삼키다,아기가 심장을 삼켰어요.,아기 심장 먹다 삼키다아기가 심장을 삼켰어요.
10019,한숨 듣다 중에,한숨을 듣고 있어,한숨 듣다 중에한숨을 듣고 있어
10020,길 전 도착 내리다,길 못가서 내려주세요.,길 전 도착 내리다길 못가서 내려주세요.
10021,하늘 쓰다 마음 편하다,하늘을 쓰면 마음이 편하다,하늘 쓰다 마음 편하다하늘을 쓰면 마음이 편하다
10024,의식 없다 잃어버리다,의식을 잃어버렸습니다.,의식 없다 잃어버리다의식을 잃어버렸습니다.
10025,자연 기계 되다,자동 결제 되나요?,자연 기계 되다자동 결제 되나요?
10026,감기 -때 쉬다 원하다,감기에 쉬고 싶어,감기 -때 쉬다 원하다감기에 쉬고 싶어
10027,재미 있다,재미가 있으세요?,재미 있다재미가 있으세요?
10028,길 보다 차내리다,길 좀 들렀다가주세요.,길 보다 차내리다길 좀 들렀다가주세요.
10029,끝 씹다 가다,끝나고 밥 씹으러 가자,끝 씹다 가다끝나고 밥 씹으러 가자
10030,커피 무엇,커피숍은 무엇에 있습니까?,커피 무엇커피숍은 무엇에 있습니까?
10031,친구 찾다 실종,친구를 잃어버렸습니다.,친구 찾다 실종친구를 잃어버렸습니다.
10033,나 돈 1000 0 하나도 없다,나에게 1000원이 없다,나 돈 1000 0 하나도 없다나에게 1000원이 없다
10034,부리 날다 고장 흐르다,새가 새고 있는 것 같아요.,부리 날다 고장 흐르다새가 새고 있는 것 같아요.
10035,수류탄 여러 가지 잃어버리다,무기를 분실하셨나요?,수류탄 여러 가지 잃어버리다무기를 분실하셨나요?
10036,사랑 받다 미안,사랑 받았다면 미안해,사랑 받다 미안사랑 받았다면 미안해
10038,출발 1시,1시에 출발합니다.,출발 1시1시에 출발합니다.
10039,부모 나 함께 뛰다 -중,부모님과 함께 뛰고 있다,부모 나 함께 뛰다 -중부모님과 함께 뛰고 있다
10040,여자 완력 폭행 또 귀엽다,그녀는 아주 폭력적이면서 귀엽다,여자 완력 폭행 또 귀엽다그녀는 아주 폭력적이면서 귀엽다
10042,진짜 생각,진심으로 생각해,진짜 생각진심으로 생각해
10043,할인 미리 돈주다 가능,할인요금을 정산할 수 있나요?,할인 미리 돈주다 가능할인요금을 정산할 수 있나요?
10044,서울 항공 장소 가다 방법,서울공항으로 어떻게 가나요?,서울 항공 장소 가다 방법서울공항으로 어떻게 가나요?
10045,시간 부족,시간이 부족해,시간 부족시간이 부족해
10047,생각 다르다 목적 가다,반대로 갈까요?,생각 다르다 목적 가다반대로 갈까요?
10048,사랑 지키다 필요,사랑을 지켜야 한다,사랑 지키다 필요사랑을 지켜야 한다
10049,쌀 이용 떡 만들다 대다 끝,쌀로 떡을 만들어 대었다,쌀 이용 떡 만들다 대다 끝쌀로 떡을 만들어 대었다
10050,친구 실종,친구를 잃어버리셨나요?,친구 실종친구를 잃어버리셨나요?
10052,땅 오케이,땅에서 내려드릴까요?,땅 오케이땅에서 내려드릴까요?
10053,답 잃어버리다,답을 잃어버렸습니다.,답 잃어버리다답을 잃어버렸습니다.
10054,공부 연구 대하여 생각,학문에 대하여 생각하다,공부 연구 대하여 생각학문에 대하여 생각하다
10056,쥐 위쪼이다 아프다,쥐가 꼬이듯 아픕니다.,쥐 위쪼이다 아프다쥐가 꼬이듯 아픕니다.
10057,보람 결과 있다,효과가 있습니다.,보람 결과 있다효과가 있습니다.
10058,반지 딸 전 도착 내리다,공주대학교 못가서 내려주세요.,반지 딸 전 도착 내리다공주대학교 못가서 내려주세요.
10059,남자 마음 궁금 물어보다,그의 마음은 어떤지 물어보았다,남자 마음 궁금 물어보다그의 마음은 어떤지 물어보았다
10060,강제 곳 가다,강제로 갈까요?,강제 곳 가다강제로 갈까요?
10061,형제 아래 생일 잊다,동생의 생일을 잊었다,형제 아래 생일 잊다동생의 생일을 잊었다
10062,감사 잘 가다,어머나 고마워요 잘 가겠습니다,감사 잘 가다어머나 고마워요 잘 가겠습니다
10065,내 맞다,내가 맞습니다.,내 맞다내가 맞습니다.
10066,휴식 시간 알려주다,휴식 시간을 알려드릴까요?,휴식 시간 알려주다휴식 시간을 알려드릴까요?
10068,인간 지키다 철저하다 중요,인간을 지키는 것은 중요하다,인간 지키다 철저하다 중요인간을 지키는 것은 중요하다
10069,사람 무엇 길,사람은 어디에 있나요?,사람 무엇 길사람은 어디에 있나요?
10070,언니 아기 받다 4,언니가 아이 넷을 받았다,언니 아기 받다 4언니가 아이 넷을 받았다
10071,보물 무엇 곳,보물은 어디에 있나요?,보물 무엇 곳보물은 어디에 있나요?
10072,중앙 전 저기,중앙대학교 못가서 내려주세요.,중앙 전 저기중앙대학교 못가서 내려주세요.
10076,밤 싫다,밤이 싫어요,밤 싫다밤이 싫어요
10077,빛 실종,빛을 잃어버리셨나요?,빛 실종빛을 잃어버리셨나요?
10079,컴퓨터 사라지다 실종,컴퓨터를 분실하셨나요?,컴퓨터 사라지다 실종컴퓨터를 분실하셨나요?
10081,쌍둥이 목 말 다르다,쌍둥이도 발음이 다르다,쌍둥이 목 말 다르다쌍둥이도 발음이 다르다
10082,사거리 탈출,사거리에서 탈출 해드릴까요?,사거리 탈출사거리에서 탈출 해드릴까요?
10084,보물 안내하다 도와주다,보물 찾는 것 좀 도와드릴까요?,보물 안내하다 도와주다보물 찾는 것 좀 도와드릴까요?
10086,학교 곳 가다,학교로 가주세요.,학교 곳 가다학교로 가주세요.
10087,빛 잃어버리다 없다,빛을 잃어버렸습니다.,빛 잃어버리다 없다빛을 잃어버렸습니다.
10088,오늘 너 배달 맞다,오늘은 네가 배달을 맞아,오늘 너 배달 맞다오늘은 네가 배달을 맞아
10089,돈 말씀 잘못하다,말씀을 잘못하였습니다.,돈 말씀 잘못하다말씀을 잘못하였습니다.
10090,부서 걸다 끝,동아리를 걸었어,부서 걸다 끝동아리를 걸었어
10091,모두 아프다,모두가 편찮으셔,모두 아프다모두가 편찮으셔
10093,성 차내리다 오케이,성에서 내려드릴까요?,성 차내리다 오케이성에서 내려드릴까요?
